load,536.5024093490712 ,hour,0 ,pv,0.0 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.18330306 ,grid_price_import,0.22 ,grid_price_export,0.0 ,cost: 128.25368294506418 
 load,538.6557594538842 ,hour,1 ,pv,0.0 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.195031339 ,grid_price_import,0.22 ,grid_price_export,0.0 ,cost: 127.86478338990139 
 load,538.2271462512385 ,hour,2 ,pv,0.0 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.19077928100000002 ,grid_price_import,0.22 ,grid_price_export,0.0 ,cost: 129.00974248248983 
 load,544.5157047976171 ,hour,3 ,pv,0.0 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.16530235599999998 ,grid_price_import,0.22 ,grid_price_export,0.0 ,cost: 128.6782309729218 
 load,543.3722039536362 ,hour,4 ,pv,0.0 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.14811316800000002 ,grid_price_import,0.22 ,grid_price_export,0.0 ,cost: 128.79442794368043 
 load,589.9058779716362 ,hour,5 ,pv,0.0 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.14091466800000002 ,grid_price_import,0.22 ,grid_price_export,0.0 ,cost: 127.58994272287148 
 load,593.794486965328 ,hour,6 ,pv,4.535079513564079 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.143098532 ,grid_price_import,0.22 ,grid_price_export,0.0 ,cost: 138.09193224832214 
 load,641.9062375443831 ,hour,7 ,pv,114.28400374181479 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.128036879 ,grid_price_import,0.29 ,grid_price_export,0.0 ,cost: 138.0692852567418 
 load,634.9456574735412 ,hour,8 ,pv,260.3135640785781 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.12392754199999999 ,grid_price_import,0.29 ,grid_price_export,0.0 ,cost: 159.76595821345373 
 load,645.3208711167299 ,hour,9 ,pv,365.5274087932647 ,battery_soc,0.2 ,capa_to_charge,1866.6666666666665 ,capa_to_discharge,0.0 ,grid_status,1.0 ,grid_co2,0.124957329 ,grid_price_import,0.29 ,grid_price_export,0.0 ,cost: 113.28603053341452 
